Siren,CA2013,CA2014,CA2015,CA2016,CA2017,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017
788531101,6572e3,6395e3,8583e3,7506e3,743e4,68e3,99e3,269e3,131e3,97e3,8,8,7,7,8
785091414,7377920,7166774,6986299,7512031,7443789,42439,-49072,-394247,-59496,11511,22,23,23,26,26
785376450,2002651,2057289,2133105,2072358,2471179,227079,236075,207957,98845,43710,15,15,14,17,19
785687435,3282668,3718118,3831497,3633534,3808909,152624,343314,373063,102782,246515,19,18,18,21,19
785920810,12266336,10405273,10973316,8937655,9734938,-51737,-458796,-298861,-578047,-181499,55,55,53,54,54
786420331,9238714,10252438,11182840,13159238,10157364,638538,718107,685279,1043467,684407,41,39,40,46,41
422194431,3175342,2293998,2619808,2678194,2188279,351685,82355,197176,123663,102665,5,6,8,6,8
422205906,303403,522159,535214,567746,421560,-77581,9920,-5593,11886,8747,1,1,1,1,1
422648964,16486560,13892612,14233e3,12494470,14389425,1004239,754446,525705,654203,677920,21,20,21,30,30
303892087,2005624,2289255,2289058,2139127,1935829,127762,130580,85605,83099,79139,18,18,15,18,18
303954002,41724389,21198955,53514534,32643215,32103740,1935699,2434229,1979466,1212331,1049843,112,107,80,88,88
304154628,17435110,24248220,27761810,38667850,38816090,-549020,678500,1629790,2285810,2958280,190,188,181,232,203
304262504,1172171,679357,748213,739318,860722,26236,201335,22513,11553,-19380,15,8,9,9,11
304264682,249584,155693,158160,153587,390577,-27936,335740,236552,355776,399397,5,4,4,4,7
304396047,9170258,8793140,8579127,8700047,8901172,7821411,2536826,4243911,4820457,6322673,59,58,51,52,57
304397805,2455366,2159297,3002271,2332209,1697609,57538,76019,146444,93782,35635,29,24,35,48,21
304463672,2818627,2299710,2220268,2043010,1683919,363812,303336,174557,279302,286044,33,32,25,18,16
304476047,10645129,17762304,12130789,23395357,25443468,485638,181881,264762,312860,371016,68,76,71,73,66
384564225,5818040,7540507,7430362,8406405,8593902,334025,138493,150809,174260,153153,41,42,43,45,44
384614772,496200,517108,47e4,3e5,315e3,-65641,-8100,7518,164311,964938,2,2,2,2,2
384618823,353904,473035,376496,378922,294247,-1853,1093,4571,8495,1718,4,4,5,5,5
385108006,349980,325041,339794,328427,277789,783,1008,608,489,-7843,5,5,5,4,4
385198569,7172906,7616442,7802926,8657240,8117592,222396,-224293,13504,-8294,40524,10,11,10,10,10
385007687,607395,638573,446899,578320,574569,20987,44403,-76722,59857,49798,6,6,6,6,6
753654300,1211997,1417689,1315085,1579252,2124979,-180664.5,-33391,-18090,-5297,177899,15.75,19,19,0,20
753659218,405151,502800,558088,629802,793185,19596,26088,27405,30115,4074,1,2,3,5,6
422759472,25744554,25277180,24609432,24392267,25341899,223272,261043,134666,247010,208886,27,27,26,27,27
424432219,157691,163522,178295,195831,212312,3622,8104,14400,501,18441,3,3,3,3,3
424470870,2579002,2359600,2691942,3818243,3759761,37974,34509,93688,135352,104754,8,8,8,9,12
424480283,7350359,8655477,8884811,8382706,9222427,288556,438577,486919,533939,412841,12,10,12,12,13
332467141,5668262,5638367,6005165,6508297,6860087,368233,423555,655595,661397,834541,47,48,48,0,49
332508951,2792466,2439430,3081008,3276486,4021251,11575,18412,7548,41813,61671,8,12,13,13,13
332590389,1058392,1007278,1174258,1168241,1163837,80885,61308,26098,22108,41263,7,8,6,7,6
332604727,234579,226650,345415,378398,375002,35622,22369,50312,44780,22185,5,1,6,7,8
332639715,3386493,3541945,5044156,7621186,8646668,-156072,1560,-223520,-2723742,10802,14,16,22,26,35
332691005,3251344,3400387.6363636362,3564626,3764884,3933263,291736,367642.9090909091,380485,287190,363329,34,40.36363636363637,38,40,41
332757582,4630984,4822050,4974421,5324661,5719504,226028,281892,396726,432895,713221,15,15,13,11,15
384964508,1685286,2506324,2990462,4013152,4395095,174060,108704,827797,1069011,2710644,6,7,9,12,14
384973244,2006977,1797596,1842124,1873268,1958009,67858,16627,66710,72346,80823,22,20,20,18,17
384992186,552677,654786,523831,448898,459343,57209,45235,-60634,34229,30520,5,7,6,6,50
385030648,1099820,1150248,1190352,1210147,1234140,76691,90836,99104,107198,93151,8,8,8,8,9
753347871,340447.76470588235,336183,338199,396983,426932,29792.470588235294,11839,20871,10421,10041,1.4117647058823528,2,2,3,2
424107381,307437,319705,327529,338e3,351812,13944,15928,21777,15143,10771,7,7,7,6,3
424170207,654284,522888,460907,591487,725775,13329,-52653,16153,29872,58878,5,4,3,2,2
332837582,519748,572210,558040,435570,369920,1301776,1266207,846733,68777,298413,7,7,7,7,7
332864685,290980,269860,253400,267100,227940,34480,20620,20190,17180,10150,5,4,5,5,3
332898675,12552885,12113106,11744306,11638496,11714884,806971,609922,576361,604657,670050,416,413,362,330,303
332926872,53523966,57399516,62209780,73171313,70116845,322716,-348961,109843,-95205,40574,92,100,109,111,112
332944032,24234240,30017810,29921850,29741040,31248940,-762750,676490,748480,643900,744560,222,69,72,82,71
332946953,31824610,30040990,30071020,30138930,32810760,304980,376650,250440,182350,519360,86,89,90,86,89
332950153,4431600,3674510,3534150,2928520,2567890,356850,140510,228850,154690,228740,45,42,41,28,27
332977347,181111,218093,178117,158723,186750,416,3098,3844,6570,3590,1,1,1,1,1
331630442,371e4,406e4,2749e3,2469e3,4137e3,-63e3,-22e3,-139e3,-122e3,103e3,22,24,23,21,20
331773903,3179620,3437500,3830030,4004180,5663071.304347826,55870,63380,37010,40210,-208137.39130434784,14,15,19,17,16.695652173913043
389591892,1062430,1399082,1500450,1553646,1372068,18866,32772,10399,-15184,-42262,5,5,8,9,6
389638859,329179,338404,333208,358867,391023,20095,-14745,-2938,440207,-4347,3,3,3,3,3
389682550,43336400,46477080,48814460,45261462,42496598,85740,343e3,412800,187140,256408,86,76,81,77,80
389686361,56567012,54655941,62711917.09090909,85606319,42773976,996421,1457521,1051214.1818181819,2988948,1896022,81,81,100.36363636363636,95,60
388893026,4399422,5794964,5306118,5663305,4798685,97918,525166,319383,356924,194977,48,45,49,56,47
753780774,686550,697460,696670,822,784647,3230,24810,20290,53,30827,6,6,6,7,11
422596239,105434506,87492368,74754740,69340850,81804908,846969,804607,773291,1293811,1363277,47,48,50,48,46
430262071,816443,776214,736120,713874,700393,22245,-51698,9136,45720,26694,7,5,4,6,6
430273052,407595,423224,508818,497689,464696,9702,13631,74287,19360,-54278,4,3,4,6,6
331688739,13042471,13251733,13006878,12764454,13054189,202284,271628,391608,398956,399995,38,36,33,31,31
331717595,467169,377086,265484,186984,164343,-78307,-33222,-48447,17825,37866,4,4,3,2,1
331788448,13400989,12284603,12517251,14114054,17171628,533944,336339,415564,524840,703702,29,29,30,30,31
331874420,3699e3,3253e3,3407e3,3861e3,4224e3,19e4,99e3,111e3,177e3,209e3,18,19,19,19,19
331888222,2477e3,1694e3,1305220,1818170,1581346,22e3,17e3,-26480,10540,9432,17,18,15,13,14
331891218,1634268,1627135,1730766,1515284,1546673,-9584,-17833,-7742,-83774,-106681,19,19,19,15,14
388919177,37552743,38115416,34010765,15429483,14779852,-2897034,1394758,4631224,-1194138,-923965,441,219,186,89,0
388952715,2621116,2638067,4354765,4096242,4590259,27855,20725,3122,40910,6108,3,4,4,4,5
388986457,2546130,2650538,2619109,2521590,2832546,46371,214096,220115,47584,249909,19,19,19,19,19
388991572,18399223,16818166,19199377,20219490,23005961,553187,431233,604577,635784,724101,33,32,32,32,36
788940476,121686,145862,122140,102422,138113,4597,9784,2923,-20369,12474,1,1,1,1,1
429717606,1136665,1388710,1682780,1643834,1937989,301754,359011,290560,323056,288562,9,12,13,13,11
429731797,22007079,19639492,16610154,14040702,14566756,-322038,-272943,-160334,-46021,-140218,24,24,21,20,18
331925552,510636,548818,544505,642451,537241,-7113,2117,-14779,13717,2020,1,2,2,2,2
331967943,24478153,24592769,21524471,20526356,24567720,-2118579,2354367,-181350,-361542,-78824,148,123,121,118,118
331968859,20269589,16854578,23156562,16751099,20993361,609914,-485781,569517,-554996,323780,60,67,65,62,0
332020767,2881059,2697139.3846153845,3777725,3629541,3934080,-244590,168913.84615384616,319476,67639,-187229,51,43.38461538461539,39,37,39
332059575,1825768,1636008,1682985,1713298,1407144,38755,48877,53357,50590,25725,3,3,3,3,3
332062538,361417,216884,515688,171262,103586,-625184,-280323,-65998,-103592,-1239010,3,3,3,2,2
332111574,6582015.428571428,9804674,10196941,11265545,14265127,456176.57142857136,1231666,954288,1303430,689494,39.42857142857143,98,60,62,65
332124072,44592339,42200257,42284344,39926454,42928157,590502,678479,649066,278440,126061,139,144,139,140,141
389070087,0,0,480747,795774,795231,78078,31776,49984,37457,-151975,0,0,0,0,0
389157827,9784898,12277243,12458861,14347004,14000524,64018,60139,552,-39059,-23391,17,18,19,18,19
389168501,396437,366378,392481,385425,416523,9937,1390,38806,-192,2362,4,4,4,4,4
389182015,1041150,1003356,1068016,1200139,156146,54757,11853,103206,102913,8893,8,8,7,9,2
389191438,1516e3,1398e3,1266e3,1191e3,1254e3,53e3,8e4,54e3,53e3,45e3,11,10,9,9,9
389202227,231045,295480,301099,260147,258652,32427,23961,27399,-3857,1973,2,3,3,3,2
389203068,245928,235660,251684,293004,305283,-3391,19517,18775,28837,26713,5,4,4,4,3
788976322,372678,430059,462373,645974,687307,37529,27683,12944,49700,44120,0,1,0,3,4
789037249,1440200,4342060,3619580,5202,5400,55550,6250,46490,6,2,16,18,23,30,36
429754096,22056010,30318513,33198839,29119989,32888811,419246,277513,-971255,-130538,1394369,68,77,78,0,85
429789910,68067560,82333459,76927428,72453140,85251643,-15464,25257,166153,-4424,98093,28,25,30,32,31
429977028,948047,1042027,1055857,1098318,1065722,21720,24610,38099,34225,4330,0,0,13,12e3,12
429980667,3097194,2482256,1867370,1168323,1104006,50645,41330,4411,-19183,-72862,11,9,7,6,6
429992613,6675130,6491700,6998680,6528460,6340270,198870,97940,142430,75360,88120,9,12,15,2,14
429998339,1281100,1404153,1360934,1237129,1262131,52850,55454,85117,45250,72333,8,9,8,8,8
430004473,7386410,5925530,5856410,6812920,6130390,359790,503370,58180,273220,374110,36,32,36,34,31
330713272,228366,242228,245136,239078,238178,11820,12138,9329,8587,8231,3,3,4,4,4
330726068,2465668,2676810,2873972,3093940,2945665,191549,292778,155954,183632,320226,17,17,18,17,15
330730011,1413687,1188172,1072685,923158,739833,104949,-66499,-52280,-94371,37365,16,15,15,14,10
330781261,195580,180214,207929,191761,187210,6692,7726,13296,10740,10680,3,3,2,3,3
330842766,302e3,312e3,307e3,329e3,33e4,2e3,1e3,5e3,6e3,6e3,4,4,4,5,5
389257361,2947355,1804534,1666466,2382098,4624517,-715170,-434171,-1377581,91638,432990,61,54,47,51,75
389360652,1814853,1638936,2082727,2455806,2547692,1507,-45132,67336,237724,151572,18,15,18,15,15
389377102,22036090,22202087,19323606,18770892,16433064,573070,462435,-2409194,149312,365106,39,40,46,41,44
389379561,2491740,2452190,2160273,1937542,1955034,602,14326,331404,-21442,18866,46,45,11,38,39
389388406,649232,558264,601642,576002,526280,54995,28799,51341,61546,30614,6,5,6,6,5
389432824,1224724,1158539,1106538,1495458,1666048,46609,1957,29868,70450,86937,6,6,5,5,5
789145760,0,0,0,0,0,-4587,10574,-20831,-64137,-112796,1,3,5,7,7
430017046,3054479,3086526,3042771,3040722,2833586,-32896,-67873,-77048,-378708,-200575,21,19,20,21,20
430028167,2908060,3195670,3326130,3338930,3227304,18690,162180,167150,130220,241005,15,15,15,12,12
430397794,776226,861223,915268,1027163,1037448,18167,13309,1902,20797,29497,5,5,7,7,7
430400796,4490052,4074936,5296131,5322168,4816927,49265,60064,236941,339684,262353,7,7,7,8,9
430407684,384526,391750,395332,397054,407340,10652,13e3,16353,14169,28683,7,7,7,6,6
430415299,31127368,33964970,34768802,37702182,41301041,76936,132934,259853,319457,279515,66,69,67,63,62
326125879,57497037,79082054,97706137,99946290,102592603,718442,1556073,1229710,1409609,401098,53,68,85,85,91
326126042,759187,790572,819072,893642,908276,26882,40497,31231,71087,58532,7,7,7,8,8
326152915,23618986,18031103,17969114,19669833,22268133,4703577,3811139,4278404,1658357,5432484,134,138,21,158,177
326312733,772964,811026,719998,758223,761783,17806,14419,4184,8476,4690,3,3,3,3,1
326345279,27439860,27840576,30274180,31253258,34273867,-531762,225526,236533,424690,223495,63,62,62,62,61
326356458,826156,844937,833736,835892,842098,11153,14201,17350,6466,13437,8,8,7,7,7
326396108,14787111,14771185,13771998,14298604,14026650,261663,48576,27102,317520,74884,243,244,6,238,220
326432077,512070,439478,404377,472452,518564,4663,2059,2701,9712,31846,1,1,1,1,1
389488016,66636365,69348950,69403755,59360726,52099760,5264831,2162522,5804205,4199036,5203958,1,1,1,1,1
389514555,120241570,118829165,127958372,141295922,130875461,7735597,5636201,3351120,7275153,1093187,11,12,65,11,12
389515586,3928470,3908840,3712430,3809960,3904210,78960,3340,189690,148970,224040,69,67,55,55,57
389715707,2432719,3648010,4186612,3854181,4111095,121793,211970,244997,202626,11681,12,12,14,14,15
389725367,2009573,2023742,2522153,2527718,2288786,211425,226747,291591,211120,225166,1,1,1,1,1
389741182,872369,896484,895379,942845,959115,121448,128383,88888,133049,132371,7,7,7,7,8
788837011,552946,704216,670476,804778,888482,-44461,10032,-15843,45667,17577,5,9,9,12,16
431235258,3407122,3396702,3655347,3768482,4700982,10535,30346,32749,33700,77534,21,136,20,19,38
431241033,1321185,1484711,1723015,1789573,1343525,112158,104854,114403,147572,123028,10,11,11,10,10
326467586,324378,341476,290884,305053,270003,5454,5584,3560,11783,7314,2,3,3,3,2
326535481,967726,1137152,1293092,1071382,1433807,34477,2795,32407,8,761,10,10,10,9,11
326564481,400150,411540,428620,440620,323380,-20,24310,25340,44020,4210,7,7,7,6,6
326615713,3567979,3920256,3768556,4296464,4856634,35003,48335,-68594,60498,210277,34,35,35,35,35
326648615,952119,795456,898497,909545,971776,4230,-19387,-10544,159,19375,12,12,11,11,11
326660503,3145802,3295266,3266532,3345958,3471362,-60055,299031,230047,242360,184579,48,46,47,45,46
326675725,564580,576870,657460,659300,648950,-2400,66890,11960,7820,43330,4,4,4,6,5
389759440,6512216,7051383,7611282,7248083,8205243,-263252,97986,105622,76504,371119,15,16,16,16,16
389767807,452e3,429e3,418e3,365e3,311e3,5e3,-17e3,12e3,-17e3,-66e3,6,3,5,4,4
389771437,631840,858410,805720,1046240,1366120,49960,103860,103110,120960,146020,5,5,5,5,4
389776386,107113604,130845217,100544651,172789344,171950915,3896541,4377041,4063837,5231544,6556802,43,45,45,48,55
389785262,1469e3,1748e3,2102e3,1838e3,1762e3,27e3,104e3,116e3,37e3,72e3,22,24,32,32,31
389819145,2834820,1434065,1852188,1802685,1857562,2000226,23147946,296469,329771,64153578,3,3,2,2,2
389821927,202085,197305,189847,185854,193045,1473,4337,8600,19441,29562,3,3,3,3,3
389830290,298967,294736,298377,293094,319751,3356,17755,2624,924,2362,3,3,3,3,3
389861543,2525073,2705334,2517320,2429236,2316444,33867,22950,46935,42374,48511,3,3,2,2,2
342583895,16144261,9864298,12174273,15988078,3191779,4761,-139143,113191,246776,161687,13,13,13,15,16
788660520,359371.5,732836,785853,883795,931535,-53949.75,72624,67149,97806,96350,3.75,6,7,7,8
431277151,204e3,132e3,18e4,18e4,18e4,162020,102897,82095,133388,199874,1,1,1,1,1
431277433,29639,31275,31350,28380,28430,-5096,-5165,3007,-189,61,1,1,1,1,1
431279983,8654499,8045473,8092919,7706470,7778779,336953,136500,303678,249945,409772,51,49,49,51,48
431430792,3247497,3233874,3318876,3393557,3655011,-46587,41151,53015,67286,90735,14,13,13,13,13
431720010,5796894,6240385,7044471,7385783,7890873,387182,180078,463543,398324,82215,6,6,4,6,5
431769371,1524423,1764610,1993169,1774633,2191470,-90162,38237,2803,-30396,42288,7,14,8,8,8
324847094,21969500,20918596,21673192,22965114,23351592,2179155,2089515,1445306,2976008,2661552,153,149,168,169,175
324882836,18506e3,20776127,19247753,19528155,19147838,32e3,71993,-65786,-257688,372148,47,49,49,48,49
324950690,5117989,5340565,4929424,5500853,5425053,208480,82467,142312,345449,161601,30,29,28,27,27
324973213,3189301,3748860,6788500,6171363,5483753,-1835858,-375918,-3763055,-1070612,-723549,33,35,41,39,35
325020998,81971415,80862003,80854062,81870945,76512569,11114968,9685165,10381984,6627765,9368929,195,196,199,203,205
325021541,2421947,2748851,2895538,2696089,2865220,58539,68163,78212,108882,85975,15,17,14,14,15
325070878,697702,741864,667788,409878,318331,121586,109575,75626,30893,15269,7,7,6,5,3
325090181,12227143,9935590,8280006,8637939,8735127,708423,135610,13366,178914,141392,9,9,8,10,11
325140127,1540673,1509115,1506905,1445793,1422846,79282,49112,49441,39819,45356,11,11,11,10,10
325158558,31316513,30701553,31854022,32687335,33619932,925805,972624,1333211,1364106,1411041,147,142,137,142,145
342609377,87065,88766,87181,85974,83738,-2340,1137,8344,1077,921,1,1,1,1,1
342678117,3375908,2964504,2994304,3114199,3310546,360940,78421,60100,35017,-28089,10,8,8,8,10
342683075,4682234,4737872,4974836,4968642,4465032,271001,522304,484042,435538,281343,41,33,29,34,28
342699915,1168573,1152413,905409,985591,875999,223364,222109,122246,274365,192932,8,7,7,7,6
342704467,94121342,102273028,111503771,114389386,116635708,-935463,-631029,209456,169488,-1068611,195,214,213,212,214
342717634,758744,819773,756261,647161,640301,-47318,5473,27337,-32155,3115,2,2,2,0,2
342732351,176415943,205471614,82352828,76833689,82019034,760265,-646277,-1935101,84656,320642,379,390,335,291,266
341519056,13353702,12373182,19065024,12790139,14496032,170787,221028,275903,60458,-65995,81,83,87,82,82
788723625,124485,117101,115901,107799,117359,32717,28291,21459,10109,18207,1,1,1,1e3,1
788263606,6847949,5606365,6461674,6836175,7506850,820251,484276,731297,749839,877142,47,44,48,48,49
788410413,2192827,1600067,1454461,1304315,1199749,-35150,-172739,29569,-57038,-62995,23,21,18,18,18
780140463,431564,429785,432635,395247,319976,37314,26404,34207,32492,20860,4,4,4,3,2
780152450,829269,922420,1064047,1277572,1140638,-121101,1592,-63612,-27839,62971,10,8,13,14,12
431813658,8444070,7987287,9078968,9250436,9976020,-2853665,-2759872,-2192935,-2458349,-2071834,109,102,113,122,122
422272732,427341,486498,553995,629909,634037,78465,95939,141108,206741,214061,2,2,2,3,3
