Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018
432182749,710546,628933,673264,573523,514207,676139,5657,2433,2853,8046,5609,3329,13,13,13,12,12,12
433220514,75892,103734,156625,65987,31150,20150,438743,4495,619449,674493,880979,713961,3,7,6,5,7,8
483820080,13280312,14031646,13660606,10614421,10646678,11867712,-356009,-1073037,-367609,-1017750,-1403644,-1803372,147,153,138,135,135,176
394071757,598438,643512,640934,748175,695422,669170,16227,30050,33599,57942,40949,37898,5,5,5,5,5,5
394121545,46919100,46162780,48492500,50063940,51432820,53553498,1232270,1202e3,1203300,1353750,1413520,1741435,122,122,122,122,122,122
926750258,31587010,32272260,36582670,43107550,38099250,17551540,49040,-151700,-74800,-107870,140390,239240,80,87,83,82,83,33
433081429,1691592,1607984,1673133,1682891,1588191,1509187,79782,43824,167965,224756,135610,-3541,22,22,19,17,17,16
394208581,438661,577935,558857,414912,369551,290929,-37789,93254,79956,1780,-39049,-126621,8,8,7,7,7,7
394251466,15946290,16408610,14289770,17205300,16801530,16974320,-232780,238790,-669220,-953280,-2628100,-978450,107,108,108,93,94,79
432889111,229107,237418,237649,240433,230845,204969,8738,13819,25650,10685,11488,-5419,1,1,1,1,1,1
775917958,3885764,3865120,4106507,4107858,5958142,6107652,181818,210899,213010,205006,559227,501954,45,42,43,45,63,66
400448726,202139,211859,212398,249269,236160,207848,370,8946,8683,7142,7311,7554,3,3,3,3,4,4
432959351,590713,688951,590393,607664,714005,793987,11359,19418,26013,36760,19505,44161,4,4,4,5,5,4
432989937,6133170,6199050,6380730,5922790,6491520,5666320,175040,193150,137820,142540,142460,159720,36,38,37,38,37,33
432590263,758263,780027,846343,942238,780152,826112,8351,10741,7045,4764,11891,5636,3,3,3,3,3,2
432478915,26158460,26324840,26407e3,26710680,28175770,29182110,460070,442120,443090,552140,634450,625530,73,61,65,67,67,67
484000740,269019,280204,308495,304704,317961,329859,128557,114250,82167,145124,148651,113547,2,2,3,3,3,3
788241792,483824,482769,443895,399016,372997,386711,11039,30331,17101,41130,32551,31890,8,8,8,7,7,7
775546096,1486811,1490490,1758697,1563112,1640968,1649138,22269,53249,95052,39913,30761,33012,19,18,24,26,27,23
435024369,15161596,16785134,19794434,21898914,22740497,26731125,1393071,1155420,1477244,890746,1367809,1373430,90,118,130,148,148,162
780053898,30765513,30245938,31162081,31016762,32821546,34428389,2150502,3067281,3405731,3175016,3178769,3159281,223,227,232,249,269,261
400638565,1494823,1647375,1890493,2172070,2234491,2510709,53049,104669,177186,178046,136033,99125,19,17,17,22,24,27
401619861,13702921,14350306,13936673,14241249,14130255,13890490,-210827,-104485,70670,-108434,77194,115717,45,48,47,44,45,48
401628763,44071393,45822205,46549001,48703051,49300362,49107374,170664,390007,409104,37206,373995,923158,225,223,232,229,237,242
484206875,429970,423781,412898,400661,407715,430026,96127,72486,75117,56450,48999,75117,4,4,4,4,5,5
484220314,1139954.1818181819,1070664,833495,895664,945238,780607,16318.909090909092,-31568,-20370,-349,1026,821,7.636363636363637,8,9,9,13,13
401713417,54394265,54998143,52951785,51831882,51182446,52394658,639245,562908,539396,665580,572022,762132,150,146,145,147,146,149
401741459,30537440,31249760,24474420,25248590,25575250,16810520,1008530,-2075340,-1698070,4169470,5560130,2127940,47,47,46,46,50,49
401805676,923639,914375,965527,1009318,994837,987956,26551,37285,43652,48613,49187,48392,5,5,5,4,3,4
401828009,165076,161607,141466,110618,96318,97038,-1507,2059,554,-16375,-11908,19985,3,3,3,2,1,1
434690426,4842856,6339477,4451112,3989735,3883652,3681739,224958,439912,287843,235703,328563,216410,85,90,48,53,49,58
484372628,915493,893914,913400,1019498,1124091,1142495,-37717,36516,35536,69130,64917,-5339,9,9,9,9,10,10
400719472,182322,2007238,1668435,1792648,1980239,2465783,-89401,-211821,-54713,-58748,43686,-68924,17,17,16,12,12,14
435250964,811130,716400,929300,911390,879260,801108,22610,1820,6590,54280,52550,66256,3,3,3,3,3,3
789147030,131782.5,129146,132180,178012,227201,232571,-12198,-7500,384,3240,16422,-3122,1.5,1,1,2,2,2
399276518,509294,531552,569794,662604,556818,474233,-16004,17685,32629,78491,2519,-13893,8,8,8,8,7,7
434109278,718738,655136,702598,697267,864923,843277,2836,10301,23368,22765,6355,6943,6,5,5,0,8,7
310623137,617304,504916,506169,508501,427429,386525,24397,-20694,5070,12619,2229,-20397,3,3,3,3,2,2
399376649,6261731,6849577,6190246,5561329,4277753,4187524,399615,173833,154916,-53706,302061,-204115,69,78,67,60,38,39
311087688,3015733.3333333335,3080810,2603070,3551040,2568370,3764960,82520,2590,16e3,40530,-155440,91810,60,46,61,69,48,49
401244348,40312,37260,41313,32955,28140,28680,2560,529,2933,-1320,-7964,-7809,1,1,1,1,1,1
401253463,319302857,321180729,326133375,401499926,388669139,416880124,13217362,-12475156,11718941,-5819097,8704609,2115076,317,318,324,312,283,267
314198250,4150388,4256824,4024137,4101599,4086521,4399841,181699,150906,87814,92267,100487,142393,21,20,22,0,21,21
314320169,3162782,3184449,2958487,2846750,2837928,2753703,17557,40355,19382,3728,9273,15578,9,9,11,11,11,9
477658439,341411,390326,594597,627702,525527,662735,104807,147186,269921,286371,230999,293493,2,2,2,2,3,3
477915326,20600033,20754030,20366573,19951974,21791521,23878953,483982,751299,542288,194825,811876,612459,68,70,74,69,68,81
518205976,52692e3,49614300,47952350,42082700,58474780,66464560,694e3,531e3,633650,694340,598110,589790,133,137,131,132,132,136
314420779,21948159,22531750,23872440,24109714,22987640,25692792,209876,562726,607251,624230,612962,568660,130,123,123,123,120,116
403532617,171001,151533,140454,126852,73569,65060,35890,43143,38404,25210,23236,17942,1,1,1,1,1,1
449382092,455056,460808,383684,365570,451798,415785,-29046,20294,-29350,6143,21335,4283,6,6,6,6,6,7
478391741,537193,521217,512352,488119,379285,408394,90962,77253,54260,50252,28924,44564,1,2,1,0,1,2
315666511,6753690,8029234,8503329,8512550,11009210,8823018,199129,220620,306702,192168,155972,-40541,10,10,10,10,8,8
