Siren,CA2013,CA2014,CA2015,CA2016,CA2017,CA2018,Résultat2013,Résultat2014,Résultat2015,Résultat2016,Résultat2017,Résultat2018,Effectif2013,Effectif2014,Effectif2015,Effectif2016,Effectif2017,Effectif2018,clustersCA,clustersRES,clustersEFF,activite,nom
449675628,15421257,14692808,15121468,11203494,7256927,2208906,4150,-3110,-59973,-118884,-193107,-202012,38,37,36,27,20,5,D,C,B,Commerce de voitures et de vehicules automobiles legers,SERMA AUTOMOBILES
452264617,2285875,3649916,3441994,4990945,4774202,5364930,205397,618701,593814,1363911,1044178,1131486,5,6,5,5,9,18,B,A,A,Activites specialisees de design,GILLES ET BOISSIER SARL
393354477,1291096,1471651,1301110,1184331,997553,920669,-257191,-65714,-199358,-317769,-189994,-161041,10,13,12,9,10,8,D,D,B,Hotels et hebergement similaire,SOCIETE AMERICA
393370218,612199,622805,567679,581764,620842,636602,57271,54692,8482,39149,97167,89201,9,9,9,9,8,8,C,B,B,Restauration traditionnelle,SARL CREPERIE DU NOUVEL HOTEL
451534028,417179,421460,373558,349281,454405,435876,21289,10520,22809,16669,37948,22322,1,1,1,1,1,2,C,B,A,Autres travaux d'installation n.c.a.,CAP CLIM
449544949,425836,421884,444564,462425,481027,475098,2217,2808,26838,17178,642,25338,4,4,4,4,4,3,B,A,B,Commerce de detail alimentaire sur eventaires et marches,FLK
393589353,1942635,2792747,2447787,2621679,3248624,3236776,19801,37564,27948,22936,28692,69574,5,3,2,2,3,1,B,B,D,Conseil en relations publiques et communication,ALLEGRIA
393456892,4141340,4308040,4046520,3914120,3798970,4031907,571370,700960,552430,536950,504450,577376,20,20,19,19,17,17,C,D,B,Formation continue d'adultes,FORMACYB
452874100,594826,549141,576438,413260,474275,662713,50971,3254,5850,-28337,-6110,12575,6,7,6,5,7,6,C,D,A,Travaux de menuiserie bois et pvc,SJA
393845854,5427530,4640854,5777651,5179867,6336938,6405604,-77035,-240614,83852,6261,95528,164897,38,25,21,21,23,24,A,A,D,"Fabrication d'autres reservoirs, citernes et conteneurs metalliques",ALLAMAN
453578072,2041926,2070749,2313504,2395224,2316543,2580873,374909,116080,11515,579928,952459,441650,10,11,11,11,11,11,A,B,C,Activites des societes holding,RENAUD COINTREAU SAS
450956743,160509,195710,185878,176330,156830,149726,2281,5361,807,1074,-5846,-1541,4,6,5,7,4,3,D,C,B,Coiffure,SIXTIES COIFF
450800610,241306,324955,328447,255580,258755,322064,3608,5007,5252,-3498,-4001,1972,4,2,2,2,2,2,B,D,D,"Fabrication d'equipements d'emballage, de conditionnement et de pesage",AUTOMATISMES DENIS NAUZES
404957508,294814,335976,338249,326895,337609,406023,6213,714,505,1236,1053,17262,2,3,3,3,3,3,A,B,C,Travaux de charpente,SARL LABI-SURREL
504101585,256257,240502,259094,265049,270716,295730,34027,-5568,3022,7777,-5718,22894,4,4,4,0,4,4,A,D,B,Restauration traditionnelle,ALIX
354051930,19837750,20278930,20057520,19947010,10065640,21153851,235150,366290,384600,344030,29520,606931,45,49,48,49,50,46,D,D,C,Supermarches,FAUDIS
354061616,13064500,13190520,13535010,12922280,13022390,13627610,333450,378540,543390,461670,367380,539410,145,142,146,150,145,141,A,A,C,Transports routiers reguliers de voyageurs,CARS HANGARD
370501082,4659120,4417830,4726430,4514120,4432057,3264212,532740,450590,416740,343290,393946,354738,20,21,24,22,22,22,D,D,C,Entretien et reparation d'autres vehicules automobiles,JELETRANS
375850153,2745692,2937934,2804405,2726477,2800066,2723866,57558,83776,92436,1345,83551,-123197,31,30,31,33,31,33,D,C,C,Fabrication d'autres outillages,DUCHESNAY SA
450955422,5772350,7373350,7026350,6696670,6294370,6793380,1810,140780,51810,45560,37540,-11350,10,11,16,10,10,11,B,C,A,Commerce de voitures et de vehicules automobiles legers,AUTO STYLE
352468292,77338980,73329700,74110590,67615920,66024430,68668461,27330,31320,30110,31920,28890,27993,376,396,403,393,374,366,D,C,B,Autre transformation et conservation de legumes,SUD OUEST LEGUMES ALLIANCE SOLEAL
451138978,150341,125924,166366,201159,211010,186068,6950,-3088,10167,36549,30998,-3497,1,1,1,1,1,1,B,A,A,"Ingenierie, etudes techniques",MD RESTHO CONSULTANTS
454043985,317435,209035,318975,389366,290820,215173,3916,7849,18156,11365,10317,2444,2,2,2,2,2,2,D,C,A,Travaux de revetement des sols et des murs,DECORAMA
305911562,3426321,3408728,3282460,2791970,2336044,2509470,243749,68617,80119,17557,26153,-66402,32,30,30,27,28,25,D,D,B,Activites comptables,AMPEREX
451269229,9597144,9344755,9527225,13055061,13142517,14001628,174844,488327,413495,653334,564115,732932,23,21,23,24,28,31,A,A,A,Comm. de gros (comm. interent.) de fourn. et equi. div. pour le comm. et serv.,TECNIPLAST France
378079065,4969903,4703914,4418521,3811313,4172118,4856856,501969,116967,63221,21852,102725,-33867,18,17,17,18,17,18,C,D,A,Fabrication de structures metalliques et de parties de structures,TEXABRI
378592539,3786e3,4111570,4438020,5161640,5328370,4944709,458e3,606820,670420,679320,805400,628547,27,33,34,42,42,43,B,A,C,"Fab. d'equi. d'irrad. medi., d'equi. electromedicaux et electrotherapeutiques",CONTROLE INSTRUMENTATION ET DIAGNOSTIC ELECTRONIQUES -CIDELEC
378645758,4142355,4178458,3410661,4944225,4970849,4395191,119201,100884,59795,247463,301592,158228,34,35,33,34,36,36,B,A,A,Travaux de platrerie,B.B.I.
453341158,104899,101476,108360,106506,105960,102829,512,-7068,10687,7489,2339,3810,1,1,1,0,1,1,B,A,B,Coiffure,COSY COIFFURE
453559577,396786,323929,324457,301171,247400,281455,2508,9458,26076,34588,1825,2636,2,2,2,0,0,2,C,C,B,Commerce de detail d'appareils electromenagers en magasin specialise,TOP!ELEC
378250450,1658982,1983684,2029581,2419287,1536961,1820498,1310,79682,61002,-48579,171357,58827,1,12,12,12,11,11,D,B,C,Transports routiers de fret interurbains,TRANSPORTS DEGROOTE
378339816,1059136,1073516,1441408,1208439,1253904,1399778,51071,73080,156064,111293,82318,127562,4,3,3,4,4,4,B,A,C,"Organisation de foires, salons professionnels et congres",REMARK SAS
378433346,1322224,1215674,1072847,1449754,1599981,1627857,143273,80098,70413,98454,170794,147881,8,8,7,7,7,7,A,B,D,Construction de routes et autoroutes,VRD SERVICES
478479843,4631091,4583256,5586628,7374875,9139296,10231009,127107,139389,256662,129667,130317,158762,0,0,39,42,45,50,A,C,C,Transports routiers de fret interurbains,SOCIETE D'EXPLOITATION DES TRANSPORTS VIEU
453643041,362436,344621,375558,476131,302716,290083,9872,8611,25979,22527,-43980,5161,4,2,4,0,0,2,D,C,B,Travaux de revetement des sols et des murs,SARL VENA SYLVAIN
477707491,5727654,4358924,3389530,3325388,11397156,14375182,158746,153595,239281,103775,76333,-16,2,2,2,2,5,16,A,C,A,"Comm. de gros (comm. interent.) cere., tabac non manu., sem. et alim. betail",CORNELIS
793356429,58753.5,140162.6666666667,187897,237296,283721,301895,5004,28636,34222,49022,24372,19951,1.5,4,3,4,5,6,B,A,C,Coiffure,R.N.A
397483876,2907990,4265370,3648707,4336454,4533192,4974628,44818,134816,126411,217856,177888,203290,14,15,15,15,16,16,B,A,C,Travaux d'isolation,ISOBAT 93
916680036,37051753,55737231,40070622,42744454,14227456,39570500,-2254407,-1059628,-6358449,701707,-1592452,-5541597,155,207,245,213,266,169,D,C,C,Autre transformation et conservation de legumes,LES FILS DE ARMAND DEPENNE
481432623,10578889,8509873,9303476,8228348,7736787,7651220,25118,7110,25625,30071,16524,29239,2,2,2,2,1,1,C,A,B,Activites de soutien aux cultures,SARL THIBAULT
481515831,246466,314939,268608,312778,362843,361922,-33670,12129,7274,-28966,48321,25925,3,3,3,2,2,2,B,B,B,Travaux de menuiserie bois et pvc,MENUISERIE ARTISANALE BRUNO CARVALHO
481184018,4944e3,5654e3,5197e3,5516190,5420670,4863869,21e4,12e4,85e3,68730,164390,157150,2,18,23,23,17,21,D,D,C,Comm. de gros (comm. interent.) d'autres machines et equipements de bureau,BUROLOGIC
482164316,730638,516509,511088,484481,578786,614678,-52347,-65052,2112,4333,39776,42490,8,8,6,6,5,6,C,A,D,Autres commerces de detail specialises divers,MODE POLE
752113845,236532,208144,227407,222710,237382,203833,22537.090909090908,22621,14467,29827,40010,5637,3.2727272727272725,2,2,3,2,2,D,C,D,Debits de boissons,FEVRIER POMMERY
437580566,2247e3,2333e3,2310400,2334410,2216020,2233992,92e3,112e3,136030,138240,128620,118250,48,49,50,47,46,48,D,A,B,Nettoyage courant des batiments,CRISTAL
437628423,1143711,1199565,1368415,1832621,1617039,1583223,1417932,1303807,1298489,1489914,1084703,-1064437,2,2,2,3,3,3,B,C,C,Activites des societes holding,SOCIETE D'INVESTISSEMENT ANGEVIN
437664287,232530,227310,226110,230710,209440,193524,1950,11010,22220,15630,8870,21659,5,4,4,4,3,3,D,A,D,Coiffure,EURL JPB
438891756,1294323,1367605,1356749,2179483,2344071,2406112,246124,234805,229399,300782,259976,531348,13,29,16,24,25,28,A,B,C,Activites des agences de voyage,A G I S VOYAGES
439503707,424566,463662,349237,265254,385455,331386,-32087,10685,-5213,-71754,73897,19647,5,3,3,3,1,1,C,B,D,Travaux de revetement des sols et des murs,J2C
439542622,864347,951732,769726,785500,699678,625017,89331,102110,82332,52486,41954,27725,3,4,4,4,4,4,D,C,C,Commerces de detail d'optique,BLC OPTIQUE
438452591,171650,152448,170780,178139,159276,134716,-4952,-4246,-8838,-29761,-10991,-9129,6,4,4,4,4,4,D,D,D,Activites des societes holding,BRICE
438958993,32602275,30741080,27225800,26474218,33396179,32088802,1551666,4840696,-2384435,-1873644,-4725450,-425986,97,116,51,49,52,52,C,D,D,Activites de clubs de sports,SASP TOULOUSE FOOTBALL CLUB
441394699,1158133,1174574.1818181819,1043067,1262703,1024766,1479261,145966,46888.36363636364,-23655,111624,-245716,-66876,9,9.818181818181818,9,9,10,12,A,C,A,Fabrication de meubles de bureau et de magasin,AZUR CONFORT
440362291,447323,516164,405170,328818,458365,239467,2522,10782,8679,3091,17868,7791,6,6,6,6,0,5,D,B,B,Travaux de maconnerie generale et gros oeuvre de batiment,OPUS 4
440275543,2718094,2844869,2742055,3016692,2944791,3153241,107955,209503,194055,238883,245625,180454,30,31,29,30,29,31,A,A,A,Mecanique industrielle,PELGRIN DIVISION MECANIQUE
440331452,3098069,1843220,1712067,1321885,696747,912611,1289112,368139,-336667,175732,58842,73735,9,9,9,4,4,4,C,D,B,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,O'NEILL FRANCE SAS
451426175,325966,336900,286855,291984,330640,333014,512,254,258,4764,130,3145,3,3,3,5,5,5,C,A,C,Programmation informatique,NEMESIS STUDIO
440570737,2040957,2057554,2109822,2212367,2143403,2518478,85951,93418,126788,237970,221627,269792,7,7,7,7,6,8,A,A,A,Hotels et hebergement similaire,OXALYS
440678894,138436,189503,194268,198213,204448,216956,18311,78970,120561,97677,-88898,-121315,1,2,2,2,2,2,B,C,C,Activites de soutien aux cultures,MVP
484963780,1058570,1447434,2185744,2787930,2600017,3599460,18443,65325,273966,438285,191450,406806,10,6,8,10,14,15,B,A,A,Agences immobilieres,FURTHER INVEST
484438767,213220,207027,207591,198439,250807,339294,-18283,2612,4694,4877,12031,37814,1,1,1,1,1,2,A,B,A,Travaux d'installation d'eau et de gaz en tous locaux,PARRA STEPHANE
484870407,21603030,20259185,18448358,18085974,11086233,20395210,253563,58891,60457,89807,-162466,145489,6,6,6,6,4,4,D,D,B,Commerce de detail de fruits et legumes en magasin specialise,EDENYS
435245501,253593,279150,342852,336264,278576,248554,35729,19076,6421,9993,10317,1665,4,5,5,4,4,4,D,D,B,Restauration traditionnelle,LA CATHINOU
986920213,9878210,9710340,9281780,9559050,9107310,9148799,185170,227100,85590,130340,42670,48526,32,32,32,32,28,31,D,D,B,Commerce de detail d'appareils electromenagers en magasin specialise,TELE SECOURS
484984745,7647948,7955277,8574267,11136112,7960081,10344700,572646,528937,837913,961852,723818,1123306,11,10,13,12,12,12,B,A,C,Production de films et de programmes pour la television,EYESIGHT
886150036,3700769,3840264,3659385,4256702,4447973,4527458,88339,88637,136983,69817,80642,119368,16,13,13,13,15,15,A,B,A,Commerce de gros (commerce interentreprises) alimentaire specialise divers,LA FOREZIENNE
937150100,10035926,9620966,10073137,9458994,9703494,9795296,25145,-25311,42101,15320,-62128,-14167,101,98,99,98,101,98,C,C,D,Autres activites manufacturieres n.c.a.,ETS CANARD
957800659,268614,240267,212639,191345,147922,109091,-13156,-9613,-11910,-2148,834,7,3,3,3,3,3,3,D,A,A,Commerce de gros (comm. interent.) de bois et de materiaux de construction,ANCIENS ETABLISSEMENTS EUGENE DURAND FILS ET PETIT FILS SUCCESSEURS
485291728,35975541,41179156,44989588,43216516,38655819,34644631,-2568023,904520,1788658,1001699,-239092,-4986173,353,353,370,373,376,391,D,C,A,Fabrication de preparations pharmaceutiques,DELPHARM Lille S.A.S.
484041546,32846,52325,23030,35263,14208,25890,260,10974,-5839,4213,-10256,-871,1,1,1,1,1,1,D,D,A,Location et location-bail de machines et equipements pour la construction,SARL ROUSSILLON LEVAGE
950020206,85815012,51371301,42677449,40389451,37798862,42960378,-10510482,-1198961,-693631,53876,-36910,142233,73,71,74,49,48,46,C,A,B,Commerce d'autres vehicules automobiles,FAST CONCEPT CAR
950079798,1409390,1288692,1154609,1195966,1504361,1491487,132732,143715,122857,67513,140550,100580,12,12,11,12,12,12,A,D,C,Travaux d'installation electrique dans tous locaux,SOCIETE VITRYATE ELECTRIQUE
950516641,1786263,1780541,1676274,1906452,1739020,1806164,156484,124305,144207,91132,82536,83083,9,8,5,7,10,9,B,C,A,Fabrication d'elements en beton pour la construction,ENTREPRISE TOUCOURT
484147731,816648,765462,774605,566611,540684,590005,198295,489918,703896,456077,528265,177916,3,3,3,2,2,3,D,C,B,"Ingenierie, etudes techniques",LEXAM
449333541,440981,469764,508826,529859,462564,430415,7930,804,17665,2534,13002,-129844,3,2,3,3,3,3,D,C,C,Commerce de detail d'habillement en magasin specialise,GERALD
339702870,5505251,5209961,4244924,4350529,2999870,3883251,313678,87077,30465,-121340,-279828,16187,8,8,8,9,9,8,D,D,C,Autres commerces de detail specialises divers,GAMES.fr
484802582,463460,453900,448260,518610,789370,1064737,10980,-28370,-10020,13310,60680,71926,2,2,2,2,7,2,A,B,A,Activites de soutien au spectacle vivant,A.E.S. AUDIO EQUIPEMENT SPECTACLES
434811899,212839,201684,317469,443783,554199,605042,14521,11340,11957,17451,52932,5001,2,2,5,2,5,5,A,B,A,Gestion des jardins botaniques et zoologiques et des reserves naturelles,TELLUS SARL
483104980,2147510,2416870,2870760,4366080,4515790,5957890,-45970,-78020,30990,136050,43690,57420,14,15,11,15,17,15,A,A,A,"Commerce de gros (commerce interentreprises) poissons, crustaces et mollusques",AGUIRREBARRENA
481937571,442282,482966,443709,451216,497219,530535,14976,16356,25360,29951,38715,51515,3,3,3,3,3,3,A,B,A,Programmation informatique,TEQTEL SAS
482106762,12395340,16198660,14783010,14921930,18211790,19620226,-65370,126640,121240,264260,388870,373169,5,5,5,6,7,7,A,A,A,Commerce de gros (commerce interentreprises) alimentaire specialise divers,PIMENT VERT
483041463,1327185,1516014,1587726,1540371,1573968,1272527,752417,-879785,256560,-395146,-744504,9879,5,5,6,5,5,5,D,D,A,"Ingenierie, etudes techniques",GROUPE STRATIFORME - COMPREFORME
481678233,3966790,3699705,3522397,3432417,3146917,3121133,25878,7038,-37059,172728,73143,14962,29,29,29,29,20,19,D,A,B,Autres commerces de detail specialises divers,BATHROOM GRAFFITI
483837233,285117,280613,281268,282784,277164,294053,34343,32765,27505,7611,17792,3784,3,3,3,3,3,2,A,C,B,Controle technique automobile,BETTELLI CONTROLE SARL
483848644,128508,122960,125369,135981,153075,183893,8301,1624,3478,5044,9775,7336,1,1,1,0,1,2,A,B,A,Boulangerie et boulangerie-patisserie,SARL BAUDEL
483920401,405500,244729,298648,296909,260796,288176,7656,-37296,36420,15913,1009,1200,3,3,2,2,2,2,C,A,D,Travaux de maconnerie generale et gros oeuvre de batiment,DE BORTOLI & FILS
483927752,141e3,163e3,159e3,155e3,161e3,162e3,0,37e3,-11e3,1e4,14e3,2e3,3,2,1,1,2,1,B,D,D,Hotels et hebergement similaire,SARL LE NORMANDY
483992657,363421,465253,354818,387715,473624,388634,26297,20558,20677,10347,25869,16192,5,5,5,5,6,5,A,D,A,Traitement et revetement des metaux,MR LAQUAGE
483728788,92730,127550,131210,287190,394330,436774.28571428574,-109310,-175560,-240890,-241100,-304720,-294051.4285714286,1,2,3,3,6,24,A,D,A,Hotels et hebergement similaire,ACANTHE
484130646,787147,862260,1232058,1518604,1203047,1481863,43520,51688,86807,95170,17887,98513,2,0,3,4,3,4,B,A,C,Comm. de gros (comm. interent.) d'autres machines et equipements de bureau,ARTHESIS DAUPHINE SAVOIE
483664538,444657,450115,462509,466020,471465,472505,41333,46315,42025,8843,32874,3380,3,3,3,2,3,3,B,C,B,Hotels et hebergement similaire,SPORTING HOTEL
483711099,545e3,614e3,659200,685e3,693800,723e3,175374,81154,39148,194996,220515,177784,7,7,8,8,8,8,B,A,C,Fonds de placement et entites financieres similaires,BORINI DEVELOPPEMENT
483330056,653815,673874,751118,845475,1408870,2001733,26943,46178,5557,23188,22053,22803,4,5,5,5,13,13,A,D,A,Commerce de detail de livres en magasin specialise,SARL KARAIS
483330742,188736,183872,215639,216359,201147,174867,1386,7539,6127,-9791,-21697,3055,2,1,1,1e3,1,1,D,D,A,Commerce d'alimentation generale,EPICERIE DE LA TETE D'OR
483343356,921079.0588235294,3017232,5304314,4736223,5179796,4259938,-486237.88235294115,-390656,273889,351480,139709,-1041013,11.294117647058822,36,49,55,51,45,B,C,C,Programmation informatique,HABITATPRESTO
533526398,257180,294880,271510,336820,378300,406597,2790,36380,30590,29470,47e3,37177,1,1,2,2,2,2,A,A,C,Entretien et reparation de vehicules automobiles legers,VERNILLET
533538898,140029,1378699,1455754,1434088,1759346,1696286,867113,2111585,1140946,2687176,2918861,5066669,2,6,6,5,6,6,B,B,C,Activites des societes holding,ENTRECOTE GESTION TAJPA
488766569,1885736,2059281,1825245,1601081,1717500,1827767,67915,67069,65861,13277,10939,8477,8,9,8,8,8,8,C,C,D,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,SEVEN DIFFUSION
488794454,787047,703618,725940,659051,678339,636003,1176,29797,57464,49308,158120,185393,31,30,28,27,25,25,C,B,D,Edition de chaines thematiques,VENDEE IMAGES
489735332,25528,37215,48359,47114,44298,29963,10472,8411,9583,2235,22650,-9762,1,1,1,1,1,1,B,C,A,Enregistrement sonore et edition musicale,A BRULE POURPOINT
503867236,539300,704110,787330,792810,828110,1104578,44610,46440,68580,48350,47770,50441,2,2,2,2,2,2,A,C,A,Commerce de detail d'appareils electromenagers en magasin specialise,INS VIDEO COTE D'AZUR
315547737,6637460,6887570,7214700,7509250,7628230,7840010,217760,397900,494320,571430,716750,651980,92,93,98,98,98,142,B,A,A,Transports routiers reguliers de voyageurs,BRETAGNE-SUD AUTOCARS
315857607,15279134,14929345,14151383,13985968,14335509,14686890,200527,204766,147345,250205,275423,246284,51,52,53,53,53,42,C,A,B,Supermarches,VAL D'ERDRE DISTRIBUTION
315882761,5653133,5401718,4114081,5850870,5268404,4645270,307871,365659,89698,261363,239570,169142,42,41,43,44,47,37,C,D,C,Travaux de peinture et vitrerie,S.A.P.E. (SOCIETE POUR L'APPLICATION DE PRODUITS D'ETANCHEITE)
313042541,12938002,11701737,10573626,11919012,16083051,9613526,3770344,1643659,1393466,539035,3465873,1039576,43,45,46,52,50,47,C,D,C,Edition de livres,LES EDITIONS DIDIER
321253916,27170870,25138870,22694040,21507210,25197260,21898510,502400,397650,-650446.1538461539,-661260,-1128510,-3030890,197,193,169.84615384615384,181,176,356,C,C,A,"Fabrication de moteurs, generatrices et transformateurs electriques",CONSTRUCTIONS ELECTRIQUES DE BEAUCOURT
321423212,28643e3,43313e3,31503e3,37253e3,123283500,255599500,870111,1428134,1049768,47590557,20020801,11029029,79,87,84,91,369,738,A,A,A,Activites juridiques,SERVIER MONDE
321470189,7369882,7561776,10227843,6552592,5833234,6547307,-62911,-65894,1466783,439311,46191,111060,22,22,21,21,20,20,D,C,B,Autres activites du travail des grains,NOUVELLE RIZERIE DU NORD
478093073,2268329,2164006,2060313,1690957,1450462,1303520,42722,33563,21059,-31421,-38039,2014,8,8,8,6,6,6,D,D,B,Superettes,CLEDIS
319243457,3006543,2975978,2761010,2742813,2857243,2727918,-167940,-69946,31371,52001,88347,38399,38,38,38,34,34,27,C,A,B,Services de demenagement,DEMENAGEMENTS GRIE SA
319440418,459822,556784,684862,791332,994844,1178784,-18015,-2946,10423,4414,43256,56726,4,4,4,4,5,6,A,B,A,Entretien et reparation de vehicules automobiles legers,SARL SABATIER
319467791,26533781,25527726,24767637,25855079,22762474,22674095,249378,389829,120971,202366,176812,420913,60,61,59,62,58,54,D,D,B,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,BENJAMIN
320153398,58133882,57367321,58684316,60575311,60704350,63777336,-14548024,800748,1778260,2160979,-676294,-5030008,1246,629,614,623,631,659,A,A,D,Activites hospitalieres,CLINIQUE DE L'UNION
322065517,7298317,11237566,6530615,11242827,10271498,12701853,255032,250860,-554341,272753,-121239,51388,37,38,46,67,68,66,A,D,C,Autres travaux specialises de construction,COFEX GTM TRAVAUX SPECIAUX
322357575,4491450,4499096,3412298,2238644,3497434,3242870,102318,60301,-111448,-157068,51357,47328,10,10,10,9,10,9,C,D,B,Commerce de gros (commerce interentreprises) de cuirs et peaux,MAISON FICHET
322423864,24315817,22303300,19481812,20149570,18058480,18776518,117566,83160,168643,5736,24261,54265,6,6,7,6,7,6,C,C,A,"Comm. de gros (comm. interent.) cere., tabac non manu., sem. et alim. betail",SAS DAVID
321775173,12144092,11831565,9045752,8999076,8696602,10255168,4146,22548,23019,34049,44065,51909,22,22,20,20,20,20,C,A,D,"Comm. de gros (comm. interent.) cere., tabac non manu., sem. et alim. betail",PAYRE NORBERT
321917866,775010,767770,757870,774680,772610,798680,15840,69930,37390,25500,46740,40550,13,13,13,6,7,15,A,B,B,Hotels et hebergement similaire,SAINT VICTOR
323912998,48962439,49885860,54663517,57324488,64497736,64902192,1103449,2199139,2230539,2546461,3208152,3189265,365,325,321,345,352,365,A,A,A,Conseil pour les affaires et autres conseils de gestion,EUROGROUP CONSULTING FRANCE
323127951,4137585,5146910,4886806,4876241,4980546,5600650,4999417,5886988,3350861,3307529,4832522,4384598,5,7,7,7,9,8,B,D,C,Activites des sieges sociaux,SAGEAU HOLDING
323253351,8908419,9006078,11245357,9906837,6548371,8129170,125449,221395,310633,213508,197283,211420,41,38,39,0,34,32,D,C,B,Travaux de menuiserie metallique et serrurerie,REALCO
323379685,1834579,1882045,1707932,1935436,2018195,1848119,6057,2296,-42199,8852,44286,-47526,16,12,12,12,12,12,B,D,D,Entretien et reparation d'autres vehicules automobiles,CARNOT POIDS LOURDS
352687586,14753410,13498410,13940380,13361100,12361810,13120853,867270,584780,367970,705710,319660,335417,17,19,16,16,17,17,D,D,D,Commerce de gros (commerce interentreprises) de minerais et metaux,VDGS ALUMINIUM
532755162,1306e4,15542290,17257520,14387210,22684440,39094822,23e3,14600,17620,160100,508550,588118,3,3,3,3,3,4,A,B,A,Commerce de gros (commerce interentreprises) de dechets et debris,SOCIETE DE COMMERCIALISATION DE FERRAILLES EN ABREGE COMFER
322251042,256345,222780,253734,270602,285383,58750,18657,21781,23760,25501,67354,78122,4,4,4,4,4,4,D,B,A,Cuisson de produits de boulangerie,B 69
324332493,1306132,1120202,1054603,1296988,1711456,1476748,-48139,3973,4295,30454,9140,11081,12,12,12,9,10,10,A,A,B,Travaux de menuiserie bois et pvc,MAURO DI MAURI
324398627,37228924,24137419,26821954,16123567,12536875,13208194,1456550,455256,516546,-2130661,-3666044,-1629295,57,56,52,47,43,34,C,D,B,Fabrication d'autres machines specialisees,DANIELI HENSCHEL
534068390,10550,59840,69534,65080,90820,126255,-6535,11782,4348,-4361,5047,3389,1,1,1,1,1,1,B,B,A,Conseil pour les affaires et autres conseils de gestion,SARL REINE GAUTHIER
323528448,23014100,23062633,24259358,25040723,23804091,24319739,338776,730740,787459,929837,1010387,139364,230,260,284,280,280,274,B,C,C,Restauration collective sous contrat,TERRES DE CUISINE
325068906,3435641,3399288,3384628,3955716.8,3172060,3815754,96019,6489,149381,218364,-401376,-47550,52,57,51,40.8,98,48,B,C,A,Patisserie,MAISON PILLON
328508411,215334,204784,193731,179817,172736,171348,12027,-1401,-16905,-4696,652,-1967,4,6,4,4,3,3,D,D,D,Coiffure,L'RHOD COIFFURE
328768486,10179651,10165402,10421618,10447e3,10728621,10304366,3391618,2932950,2333564,1488193,1301539,2423633,41,41,41,41,41,48,B,D,A,Enseignement superieur,GROUPE ESRA
325221877,2434322,2861467,3135378,2110539,1139914,1101769,63092,139899,176430,18544,-124816,1699,24,31,24,25,17,17,D,C,B,Fabrication d'emballages en bois,ETABLISSEMENT COELHO
325299386,636379,623371,571359,559766,451634,420093,17768,30043,-3124,8063,-12695,15892,6,6,6,5,4,4,D,D,B,,SARL GARAGE DE L'UNION
534980834,483416,458854,582071,775240,622655,649539,150216,400193,449653,918045,553414,622376,1,1,2,2,2,2,B,A,C,Activites des societes holding,RUPY
325508703,13876684,12964151,10807710,12860633,12561490,11181971,102832,71120,136566,122325,26382,-96704,64,59,56,58,54,50,C,C,D,"Comm. de gros (comm. interent.) cere., tabac non manu., sem. et alim. betail",CLISSON
325697951,4493772,3847527,3618749,3514803,3516780,3738328,57343,52888,110227,114679,120726,116812,46,42,39,42,47,46,C,A,A,Activites comptables,PARTENAIRES CONSEILS
328387733,2413812,3300384,2399634,2700841,2475833,2491949,183368,289276,84036,220413,249063,225166,12,36,7,6,6,6,D,D,D,Commerce de gros (commerce interentreprises) de boissons,LES NOTABLES DE MAUCAILLOU
328410360,14657757,15609417,13860482,14799311,14835333,16748603,187139,208435,59086,282847,239409,364879,45,43,43,44,39,38,A,B,B,"Exploitation de gravieres et sablieres, extraction d'argiles et de kaolin",DENJEAN GRANULATS
327593737,868586,953959,923704,1001878,999591,1018512,25250,25583,41003,34692,28294,37040,6,6,6,6,6,6,B,A,A,Edition de logiciels applicatifs,FORMATION CONSEIL INFORMATIQUE
379088750,13501686,13751356,15834551,18170897,1012e3,1036721,920771,500073,705872,1037868,184424,625839,53,55,56,56,3,3,D,C,B,"Sciage et rabotage du bois, hors impregnation",JMB BOIS
377697263,150092,145497,161449,193500,197120,159591,-9465,-10181,-4048,13785,16399,-5218,2,2,2,0,0,3,B,A,A,Fabrication de materiel medico-chirurgical et dentaire,ETABLISSEMENTS SOLANA ET FILS
533142428,743272,838300,950688,925755,935141,825613,-82363,10415,22065,50581,1170,-10367,3,3,3,4,4,3,B,A,C,Commerce de detail de meubles,GRAND LITIER-ESPACE DOS SANTE SOMMEIL
378445878,403186,379321,389863,391126,396905,396139,-18450,-26237,-12543,28592,6617,21888,3,3,2,3,1,1,C,A,B,"Comm. de det. fleurs plantes graines engr. ani. de comp., ali. ani. en mag. spec",ESPACE BIZET
380635656,2871599,2601407,2623981,2746871,2907764,2887147,55548,32791,39322,36425,42384,46672,13,14,14,14,14,15,A,D,A,"Comm. de det. de quincaillerie, peintures et verres en grandes surf. 400 m? et +",SOBRI-GARONNE
378206486,1344151,1435219,1386744,1347580,1290354,1515374,11533,12601,69635,33100,46392,97823,36,37,37,36,36,39,A,B,A,Autres activites de nettoyage des batiments et nettoyage industriel,GROUPE EXA-SERVICES
